Customer ID,Customer Name,Segment,Region,State,City,Join Date,Geography Key,Recency,Frequency,Monetary,Total_Profit,Total_Units,First_Purchase,Last_Purchase,R_Score,F_Score,M_Score,RFM_Score,RFM Segment,Customer Lifetime Value,Average Order Value
CUST-0273,Sharon Anderson,Consumer,South,Virginia,Richmond,2024-12-15,GEO-0013,56,7,3501.65,1224.63,12,2024-12-17,2026-05-06,4,4,4,444,Champions,3501.65,500.24
CUST-0274,Christine Flores,Consumer,South,Florida,Miami,2025-05-12,GEO-0012,12,1,224.2,125.05,4,2026-06-19,2026-06-19,5,1,1,511,New Customers,224.2,224.2
CUST-0275,Linda Smith,Consumer,East,Pennsylvania,Pittsburgh,2022-10-09,GEO-0031,10,7,5543.6,2256.09,16,2024-11-15,2026-06-21,5,4,4,544,Champions,5543.6,791.94
CUST-0276,Ruth Allen,Consumer,West,Colorado,Denver,2022-01-16,GEO-0022,27,14,5072.5,1879.44,33,2022-08-08,2026-06-04,5,5,4,554,Champions,5072.5,362.32
CUST-0277,Amy Parker,Consumer,Central,Minnesota,Minneapolis,2024-12-26,GEO-0032,66,6,3114.85,1324.46,15,2025-03-22,2026-04-26,4,4,3,443,Loyal Customers,3114.85,519.14
CUST-0278,Raymond Robinson,Consumer,Central,Ohio,Columbus,2022-05-28,GEO-0004,625,4,2201.2,877.54,4,2022-12-26,2024-10-14,1,3,3,133,Loyal Customers,2201.2,550.3
CUST-0279,Ronald Garcia,Consumer,South,North Carolina,Charlotte,2022-06-09,GEO-0015,44,4,890.0,389.6,9,2022-12-09,2026-05-18,4,3,2,432,Potential Loyalists,890.0,222.5
CUST-0280,Henry Green,Corporate,South,Florida,Miami,2024-05-05,GEO-0012,616,2,1953.0,800.3000000000001,3,2024-06-04,2024-10-23,1,2,3,123,At-Risk Customers,1953.0,976.5
CUST-0281,Donna Anderson,Consumer,Central,Texas,San Antonio,2022-12-18,GEO-0001,86,6,2714.6,1271.18,11,2022-12-25,2026-04-06,4,4,3,443,Loyal Customers,2714.6,452.43
CUST-0282,Aaron Collins,Home Office,Central,Ohio,Cleveland,2022-06-30,GEO-0030,11,5,1728.1999999999998,827.8199999999999,13,2022-11-25,2026-06-20,5,3,3,533,Loyal Customers,1728.2,345.64
CUST-0283,Sharon Wilson,Consumer,South,Florida,Miami,2024-12-09,GEO-0012,327,1,521.55,194.6,1,2025-08-08,2025-08-08,2,1,1,211,Low-Value Customers,521.55,521.55
CUST-0284,David Gomez,Home Office,Central,Michigan,Detroit,2023-03-30,GEO-0024,411,1,176.4,68.71,4,2025-05-16,2025-05-16,1,1,1,111,Low-Value Customers,176.4,176.4
CUST-0285,Kevin Perez,Consumer,West,Colorado,Denver,2024-12-22,GEO-0022,84,1,3798.0,1586.35,2,2026-04-08,2026-04-08,4,1,4,414,New Customers,3798.0,3798.0
CUST-0286,Shirley Harris,Home Office,Central,Ohio,Columbus,2023-12-21,GEO-0004,121,12,9360.8,3360.28,26,2024-02-19,2026-03-02,3,5,5,355,Loyal Customers,9360.8,780.07
CUST-0287,Carolyn Jackson,Consumer,West,Nevada,Las Vegas,2023-06-09,GEO-0029,50,3,642.05,282.03999999999996,5,2024-12-31,2026-05-12,4,2,2,422,New Customers,642.05,214.02
CUST-0288,Lisa Thompson,Corporate,West,Washington,Seattle,2022-12-29,GEO-0020,178,2,988.0,481.9,7,2025-04-02,2026-01-04,3,2,2,322,Potential Loyalists,988.0,494.0
CUST-0289,Jerry Murphy,Consumer,South,Georgia,Atlanta,2025-03-02,GEO-0010,126,5,2241.0,1038.99,9,2025-08-01,2026-02-25,3,3,3,333,Loyal Customers,2241.0,448.2
CUST-0290,Samuel Adams,Home Office,Central,Texas,San Antonio,2022-11-06,GEO-0001,105,3,13230.0,5542.7,18,2022-12-15,2026-03-18,3,2,5,325,Potential Loyalists,13230.0,4410.0
CUST-0291,Jeffrey Rodriguez,Consumer,Central,Texas,Austin,2023-07-17,GEO-0027,203,8,4496.1,1806.59,11,2023-08-10,2025-12-10,3,5,4,354,Loyal Customers,4496.1,562.01
CUST-0292,Pamela Davis,Consumer,West,Washington,Seattle,2023-09-28,GEO-0020,94,8,6912.1,2018.03,18,2023-10-11,2026-03-29,4,5,5,455,Champions,6912.1,864.01
CUST-0293,Cynthia Edwards,Consumer,Central,Ohio,Cleveland,2023-08-11,GEO-0030,132,5,2339.15,996.5,8,2023-08-24,2026-02-19,3,3,3,333,Loyal Customers,2339.15,467.83
CUST-0294,Elizabeth Lopez,Corporate,Central,Minnesota,Minneapolis,2024-08-05,GEO-0032,195,3,611.4000000000001,307.7,5,2025-10-20,2025-12-18,3,2,2,322,Potential Loyalists,611.4,203.8
CUST-0295,Justin Peterson,Home Office,West,California,San Diego,2024-07-10,GEO-0005,200,5,2636.6000000000004,1121.5700000000002,13,2024-12-28,2025-12-13,3,3,3,333,Loyal Customers,2636.6,527.32
CUST-0296,Peter Harris,Consumer,South,Tennessee,Nashville,2024-10-23,GEO-0017,107,4,2721.25,1155.6100000000001,8,2024-11-05,2026-03-16,3,3,3,333,Loyal Customers,2721.25,680.31
CUST-0297,Karen Davis,Consumer,Central,Michigan,Detroit,2022-06-22,GEO-0024,569,1,55.1,23.31,2,2024-12-09,2024-12-09,1,1,1,111,Low-Value Customers,55.1,55.1
CUST-0298,Nicholas Thompson,Consumer,South,Georgia,Atlanta,2024-06-18,GEO-0010,121,4,2655.9,1135.84,9,2025-03-14,2026-03-02,3,3,3,333,Loyal Customers,2655.9,663.98
CUST-0299,Angela Gutierrez,Corporate,Central,Ohio,Cleveland,2024-02-03,GEO-0030,295,2,313.05,150.35,2,2025-03-11,2025-09-09,2,2,1,221,Low-Value Customers,313.05,156.52
CUST-0300,Christina Torres,Consumer,Central,Michigan,Detroit,2025-05-09,GEO-0024,193,3,1458.9,638.0,4,2025-07-16,2025-12-20,3,2,2,322,Potential Loyalists,1458.9,486.3
CUST-0301,Michael Nelson,Consumer,West,Oregon,Portland,2025-02-16,GEO-0016,10,13,13363.2,5039.61,27,2025-03-27,2026-06-21,5,5,5,555,Champions,13363.2,1027.94
CUST-0302,Frank Roberts,Consumer,West,Nevada,Las Vegas,2023-11-14,GEO-0029,294,1,50.4,1.33,4,2025-09-10,2025-09-10,2,1,1,211,Low-Value Customers,50.4,50.4
CUST-0303,David Jackson,Home Office,Central,Texas,Austin,2024-03-13,GEO-0027,25,5,6986.1,2782.8,16,2024-06-02,2026-06-06,5,3,5,535,Loyal Customers,6986.1,1397.22
CUST-0304,Thomas Hernandez,Consumer,Central,Minnesota,Minneapolis,2023-11-04,GEO-0032,2,5,2263.2,940.17,7,2023-12-11,2026-06-29,5,3,3,533,Loyal Customers,2263.2,452.64
CUST-0305,Jose Taylor,Corporate,West,Washington,Spokane,2024-05-17,GEO-0007,126,11,11684.150000000001,4732.81,27,2024-11-13,2026-02-25,3,5,5,355,Loyal Customers,11684.15,1062.2
CUST-0306,Shirley Campbell,Consumer,Central,Texas,Austin,2023-01-05,GEO-0027,549,4,1356.4,517.87,10,2024-05-02,2024-12-29,1,3,2,132,At-Risk Customers,1356.4,339.1
CUST-0307,Betty Baker,Home Office,South,Virginia,Richmond,2023-01-29,GEO-0013,459,2,60.0,24.92,3,2023-06-15,2025-03-29,1,2,1,121,Low-Value Customers,60.0,30.0
CUST-0308,Donald Moore,Consumer,Central,Texas,Dallas,2022-07-27,GEO-0019,70,5,3046.3,1259.9699999999998,11,2022-08-30,2026-04-22,4,3,3,433,Loyal Customers,3046.3,609.26
CUST-0309,Nicholas Cooper,Home Office,West,California,San Diego,2023-11-21,GEO-0005,289,10,3370.45,1647.62,25,2024-04-04,2025-09-15,2,5,4,254,Loyal Customers,3370.45,337.04
CUST-0310,Douglas Taylor,Corporate,West,Nevada,Las Vegas,2022-11-29,GEO-0029,58,6,1873.75,855.66,12,2024-05-22,2026-05-04,4,4,3,443,Loyal Customers,1873.75,312.29
CUST-0311,Margaret Perez,Corporate,West,California,San Diego,2024-04-21,GEO-0005,5,15,6646.5,2850.75,33,2024-05-29,2026-06-26,5,5,5,555,Champions,6646.5,443.1
CUST-0312,George Walker,Home Office,Central,Texas,Dallas,2024-07-08,GEO-0019,244,4,7371.8,3175.54,10,2024-07-18,2025-10-30,2,3,5,235,Loyal Customers,7371.8,1842.95
CUST-0313,Dorothy Morgan,Consumer,South,Tennessee,Nashville,2023-02-02,GEO-0017,890,1,934.15,247.51,1,2024-01-23,2024-01-23,1,1,2,112,Low-Value Customers,934.15,934.15
CUST-0314,Melissa Cruz,Consumer,Central,Texas,Dallas,2024-02-22,GEO-0019,16,5,686.25,351.05,12,2024-05-25,2026-06-15,5,3,2,532,Potential Loyalists,686.25,137.25
CUST-0315,Nicholas Ortiz,Consumer,East,New York,New York City,2023-02-13,GEO-0014,102,7,6839.650000000001,2256.46,16,2023-09-05,2026-03-21,4,4,5,445,Champions,6839.65,977.09
CUST-0316,Aaron Moore,Home Office,West,California,San Jose,2024-09-11,GEO-0011,320,4,1951.35,843.22,6,2024-11-23,2025-08-15,2,3,3,233,Loyal Customers,1951.35,487.84
CUST-0317,Victoria Mitchell,Corporate,West,Oregon,Portland,2024-11-22,GEO-0016,30,14,8377.45,3367.85,32,2024-11-22,2026-06-01,5,5,5,555,Champions,8377.45,598.39
CUST-0318,Nathan Thomas,Consumer,East,New York,New York City,2023-07-13,GEO-0014,6,10,9344.65,3551.54,21,2023-08-17,2026-06-25,5,5,5,555,Champions,9344.65,934.46
CUST-0319,Laura Rogers,Consumer,South,Florida,Tampa,2022-07-07,GEO-0009,21,10,6512.3,3020.41,24,2022-12-07,2026-06-10,5,5,5,555,Champions,6512.3,651.23
CUST-0320,Peter Lewis,Corporate,Central,Ohio,Columbus,2022-02-24,GEO-0004,225,12,7227.3,3165.34,29,2022-03-16,2025-11-18,2,5,5,255,Loyal Customers,7227.3,602.28
CUST-0321,Rebecca Miller,Consumer,Central,Ohio,Cleveland,2023-04-28,GEO-0030,558,1,304.2,29.25,3,2024-12-20,2024-12-20,1,1,1,111,Low-Value Customers,304.2,304.2
CUST-0322,Deborah Hernandez,Consumer,West,California,San Francisco,2023-10-15,GEO-0025,566,4,2566.85,966.56,8,2023-11-28,2024-12-12,1,3,3,133,Loyal Customers,2566.85,641.71
CUST-0323,Lauren Gonzalez,Home Office,Central,Michigan,Detroit,2022-10-27,GEO-0024,123,6,4449.150000000001,1877.94,8,2024-07-09,2026-02-28,3,4,4,344,Loyal Customers,4449.15,741.53
CUST-0324,Sarah Jones,Consumer,South,Tennessee,Nashville,2022-10-12,GEO-0017,123,7,2232.05,872.47,13,2023-04-02,2026-02-28,3,4,3,343,Loyal Customers,2232.05,318.86
CUST-0325,Ruth Stewart,Consumer,West,California,Los Angeles,2022-06-12,GEO-0008,71,3,410.05,170.31,7,2023-06-23,2026-04-21,4,2,1,421,New Customers,410.05,136.68
CUST-0326,John Allen,Consumer,West,Nevada,Las Vegas,2025-01-28,GEO-0029,30,5,2138.2000000000003,714.53,10,2025-09-14,2026-06-01,5,3,3,533,Loyal Customers,2138.2,427.64
CUST-0327,Carolyn Ortiz,Consumer,Central,Texas,Dallas,2023-05-02,GEO-0019,219,6,4299.35,1839.1299999999999,12,2023-12-15,2025-11-24,2,4,4,244,Loyal Customers,4299.35,716.56
CUST-0328,Kenneth Thomas,Consumer,South,Florida,Orlando,2025-06-29,GEO-0021,92,2,579.4,269.39,3,2025-07-23,2026-03-31,4,2,2,422,New Customers,579.4,289.7
CUST-0329,Ryan Rodriguez,Consumer,South,Virginia,Richmond,2025-05-07,GEO-0013,36,5,8109.150000000001,2992.17,10,2025-11-25,2026-05-26,5,3,5,535,Loyal Customers,8109.15,1621.83
CUST-0330,Jonathan Williams,Corporate,East,New Jersey,Newark,2022-10-22,GEO-0018,121,13,3041.7,1312.52,33,2023-07-03,2026-03-02,3,5,3,353,Loyal Customers,3041.7,233.98
CUST-0331,Donna Diaz,Consumer,Central,Ohio,Columbus,2023-05-08,GEO-0004,108,4,1844.35,862.3,6,2023-09-18,2026-03-15,3,3,3,333,Loyal Customers,1844.35,461.09
CUST-0332,Brenda Turner,Consumer,West,Washington,Spokane,2024-12-08,GEO-0007,110,6,4702.75,2021.3,14,2025-09-12,2026-03-13,3,4,4,344,Loyal Customers,4702.75,783.79
CUST-0333,George Rodriguez,Home Office,West,California,San Francisco,2024-03-10,GEO-0025,31,2,2141.15,922.1,4,2024-11-26,2026-05-31,5,2,3,523,New Customers,2141.15,1070.58
CUST-0334,Victoria Stewart,Consumer,Central,Minnesota,Minneapolis,2024-02-04,GEO-0032,185,16,8911.9,3337.58,40,2024-03-11,2025-12-28,3,5,5,355,Loyal Customers,8911.9,556.99
CUST-0335,Paul Williams,Consumer,West,Washington,Seattle,2023-12-08,GEO-0020,7,3,1952.05,839.8299999999999,4,2024-04-19,2026-06-24,5,2,3,523,New Customers,1952.05,650.68
CUST-0336,Mark Wilson,Corporate,Central,Michigan,Detroit,2022-10-01,GEO-0024,565,1,1482.3,501.54,3,2024-12-13,2024-12-13,1,1,2,112,Low-Value Customers,1482.3,1482.3
CUST-0337,Jennifer Rivera,Corporate,East,New York,Buffalo,2024-08-09,GEO-0028,188,6,669.35,300.77,7,2024-11-09,2025-12-25,3,4,2,342,Potential Loyalists,669.35,111.56
CUST-0338,Rachel Morris,Corporate,West,Arizona,Phoenix,2022-05-10,GEO-0026,306,4,2248.3500000000004,832.5799999999999,5,2023-09-03,2025-08-29,2,3,3,233,Loyal Customers,2248.35,562.09
CUST-0339,Catherine Collins,Consumer,East,Pennsylvania,Philadelphia,2022-03-31,GEO-0006,902,3,455.35,218.91,3,2023-10-20,2024-01-11,1,2,1,121,Low-Value Customers,455.35,151.78
CUST-0340,Heather Sanchez,Home Office,Central,Texas,San Antonio,2023-09-28,GEO-0001,302,2,2247.0,851.16,3,2024-12-23,2025-09-02,2,2,3,223,At-Risk Customers,2247.0,1123.5
CUST-0341,Shirley Gomez,Home Office,South,Tennessee,Nashville,2023-06-03,GEO-0017,219,14,4564.1,1819.18,28,2023-09-21,2025-11-24,2,5,4,254,Loyal Customers,4564.1,326.01
CUST-0342,Robert Harris,Consumer,West,California,San Jose,2023-11-11,GEO-0011,207,5,2715.6,1154.72,8,2024-04-08,2025-12-06,3,3,3,333,Loyal Customers,2715.6,543.12
CUST-0343,Steven Thomas,Corporate,South,Florida,Tampa,2024-03-30,GEO-0009,48,9,16396.3,6771.2300000000005,33,2024-04-17,2026-05-14,4,5,5,455,Champions,16396.3,1821.81
CUST-0344,Janet Cruz,Home Office,Central,Minnesota,Minneapolis,2023-11-26,GEO-0032,870,1,89.0,50.52,1,2024-02-12,2024-02-12,1,1,1,111,Low-Value Customers,89.0,89.0
CUST-0345,Margaret Murphy,Corporate,Central,Ohio,Cleveland,2024-11-29,GEO-0030,67,16,14482.75,5348.47,30,2024-12-02,2026-04-25,4,5,5,455,Champions,14482.75,905.17
CUST-0346,Steven Hernandez,Corporate,West,Washington,Spokane,2024-05-31,GEO-0007,257,2,191.39999999999998,91.03,3,2025-06-05,2025-10-17,2,2,1,221,Low-Value Customers,191.4,95.7
CUST-0347,Nicole White,Corporate,Central,Texas,San Antonio,2022-07-30,GEO-0001,1118,1,39.6,-2.66,3,2023-06-09,2023-06-09,1,1,1,111,Low-Value Customers,39.6,39.6
CUST-0348,David Adams,Corporate,Central,Texas,Austin,2024-07-02,GEO-0027,42,4,7496.0,3535.02,15,2024-08-08,2026-05-20,4,3,5,435,Loyal Customers,7496.0,1874.0
CUST-0349,Nicole Diaz,Consumer,South,Georgia,Atlanta,2023-12-21,GEO-0010,215,6,12244.0,5048.43,21,2024-06-18,2025-11-28,2,4,5,245,Loyal Customers,12244.0,2040.67
CUST-0350,Laura Garcia,Corporate,Central,Ohio,Columbus,2025-06-13,GEO-0004,194,5,2653.0,1025.04,9,2025-09-13,2025-12-19,3,3,3,333,Loyal Customers,2653.0,530.6
CUST-0351,Sharon Scott,Corporate,West,California,San Jose,2022-06-03,GEO-0011,625,5,798.95,199.29999999999998,8,2022-06-19,2024-10-14,1,3,2,132,At-Risk Customers,798.95,159.79
CUST-0352,Christine Phillips,Consumer,East,New York,New York City,2022-03-05,GEO-0014,671,2,193.9,69.05,4,2023-08-19,2024-08-29,1,2,1,121,Low-Value Customers,193.9,96.95
CUST-0353,Charles Cruz,Consumer,West,Washington,Seattle,2023-04-29,GEO-0020,300,7,568.0500000000001,248.55,10,2023-06-12,2025-09-04,2,4,1,241,At-Risk Customers,568.05,81.15
CUST-0354,Maria Campbell,Consumer,West,California,San Diego,2025-05-24,GEO-0005,84,11,7608.65,3048.0499999999997,19,2025-06-10,2026-04-08,4,5,5,455,Champions,7608.65,691.7
CUST-0355,Karen Edwards,Home Office,Central,Ohio,Cleveland,2024-06-28,GEO-0030,706,1,168.15,83.93,3,2024-07-25,2024-07-25,1,1,1,111,Low-Value Customers,168.15,168.15
CUST-0356,Ruth Martinez,Corporate,Central,Ohio,Cleveland,2024-03-26,GEO-0030,222,4,1037.4,506.20000000000005,5,2024-05-29,2025-11-21,2,3,2,232,At-Risk Customers,1037.4,259.35
CUST-0357,Joshua Scott,Consumer,West,Colorado,Denver,2022-02-23,GEO-0022,380,1,799.0,344.03,1,2025-06-16,2025-06-16,1,1,2,112,Low-Value Customers,799.0,799.0
CUST-0358,Jack White,Consumer,Central,Minnesota,Minneapolis,2025-02-24,GEO-0032,10,7,2476.4,1077.49,18,2025-05-04,2026-06-21,5,4,3,543,Loyal Customers,2476.4,353.77
CUST-0359,Jessica King,Corporate,South,Georgia,Atlanta,2023-03-16,GEO-0010,1025,1,32.0,14.19,1,2023-09-10,2023-09-10,1,1,1,111,Low-Value Customers,32.0,32.0
CUST-0360,Brandon Torres,Corporate,South,Virginia,Richmond,2023-02-14,GEO-0013,44,15,10992.8,4147.64,29,2023-04-19,2026-05-18,4,5,5,455,Champions,10992.8,732.85
CUST-0361,Jessica Moore,Home Office,South,Georgia,Atlanta,2022-12-20,GEO-0010,70,5,3207.25,1615.05,13,2023-05-28,2026-04-22,4,3,4,434,Loyal Customers,3207.25,641.45
CUST-0362,Kelly Cruz,Home Office,Central,Texas,San Antonio,2023-12-13,GEO-0001,3,7,4054.15,1407.15,14,2023-12-24,2026-06-28,5,4,4,544,Champions,4054.15,579.16
CUST-0363,Raymond Rodriguez,Corporate,Central,Texas,Dallas,2023-09-07,GEO-0019,751,1,500.4,179.21,4,2024-06-10,2024-06-10,1,1,1,111,Low-Value Customers,500.4,500.4
CUST-0364,Nathan Lee,Corporate,East,New York,Buffalo,2024-01-11,GEO-0028,210,8,5321.400000000001,2208.5899999999997,33,2024-06-22,2025-12-03,2,5,4,254,Loyal Customers,5321.4,665.18
CUST-0365,Shirley Lewis,Consumer,East,Pennsylvania,Philadelphia,2022-10-12,GEO-0006,46,6,2633.85,1065.68,11,2022-11-20,2026-05-16,4,4,3,443,Loyal Customers,2633.85,438.98
CUST-0366,Mark Murphy,Consumer,Central,Ohio,Cleveland,2024-08-15,GEO-0030,580,1,108.0,37.1,3,2024-11-28,2024-11-28,1,1,1,111,Low-Value Customers,108.0,108.0
CUST-0367,Aaron Peterson,Consumer,West,Washington,Spokane,2022-05-15,GEO-0007,197,3,1984.9,728.4,4,2024-03-17,2025-12-16,3,2,3,323,Potential Loyalists,1984.9,661.63
CUST-0368,Emily Gomez,Home Office,South,Tennessee,Nashville,2024-12-12,GEO-0017,27,4,4403.25,1476.5700000000002,11,2024-12-27,2026-06-04,5,3,4,534,Loyal Customers,4403.25,1100.81
CUST-0369,Timothy Evans,Home Office,West,Washington,Seattle,2022-09-14,GEO-0020,621,5,3070.25,1267.8,8,2022-09-15,2024-10-18,1,3,3,133,Loyal Customers,3070.25,614.05
CUST-0370,Joshua Martinez,Consumer,Central,Ohio,Columbus,2022-09-20,GEO-0004,215,5,1856.3,855.99,8,2024-02-27,2025-11-28,2,3,3,233,Loyal Customers,1856.3,371.26
CUST-0371,Douglas Peterson,Corporate,East,New York,Buffalo,2022-09-22,GEO-0028,151,4,675.0,284.48,8,2023-09-10,2026-01-31,3,3,2,332,Potential Loyalists,675.0,168.75
CUST-0372,Sharon Cook,Home Office,West,California,San Jose,2022-09-12,GEO-0011,69,6,1656.0500000000002,581.11,15,2022-10-05,2026-04-23,4,4,3,443,Loyal Customers,1656.05,276.01
CUST-0373,Eric Martin,Consumer,East,New York,New York City,2023-10-23,GEO-0014,105,7,6708.55,2947.05,20,2023-10-25,2026-03-18,3,4,5,345,Loyal Customers,6708.55,958.36
CUST-0374,Lauren Lewis,Consumer,Central,Texas,Dallas,2022-06-11,GEO-0019,272,1,298.0,176.15,2,2025-10-02,2025-10-02,2,1,1,211,Low-Value Customers,298.0,298.0
CUST-0375,Paul Sanchez,Corporate,Central,Texas,Houston,2022-09-14,GEO-0023,376,2,114.6,53.660000000000004,3,2025-05-04,2025-06-20,1,2,1,121,Low-Value Customers,114.6,57.3
CUST-0376,Benjamin Hill,Corporate,West,Washington,Spokane,2024-10-26,GEO-0007,6,5,1327.65,586.71,7,2024-11-07,2026-06-25,5,3,2,532,Potential Loyalists,1327.65,265.53
CUST-0377,Samuel Perez,Corporate,West,Nevada,Las Vegas,2022-12-17,GEO-0029,63,7,4476.05,1903.39,15,2023-03-08,2026-04-29,4,4,4,444,Champions,4476.05,639.44
CUST-0378,Gregory Baker,Home Office,West,California,San Diego,2022-02-28,GEO-0005,194,7,1986.95,846.78,13,2022-03-27,2025-12-19,3,4,3,343,Loyal Customers,1986.95,283.85
CUST-0379,David Garcia,Home Office,Central,Illinois,Chicago,2023-03-08,GEO-0003,1105,1,349.3,64.82,1,2023-06-22,2023-06-22,1,1,1,111,Low-Value Customers,349.3,349.3
CUST-0380,Jerry Turner,Corporate,West,California,San Francisco,2024-10-16,GEO-0025,41,3,1387.2,628.8499999999999,7,2024-12-15,2026-05-21,4,2,2,422,New Customers,1387.2,462.4
CUST-0381,Olivia Cooper,Consumer,Central,Texas,Austin,2024-09-16,GEO-0027,32,16,7815.3,2922.75,40,2024-11-05,2026-05-30,5,5,5,555,Champions,7815.3,488.46
CUST-0382,Sandra Phillips,Consumer,West,Washington,Seattle,2022-05-03,GEO-0020,861,4,7022.1,2449.71,10,2022-08-06,2024-02-21,1,3,5,135,Loyal Customers,7022.1,1755.52
CUST-0383,Christopher Cruz,Consumer,South,North Carolina,Charlotte,2023-02-22,GEO-0015,236,4,1980.9,792.95,8,2024-07-09,2025-11-07,2,3,3,233,Loyal Customers,1980.9,495.22
CUST-0384,Michelle Jackson,Consumer,Central,Texas,San Antonio,2023-12-09,GEO-0001,3,15,5274.9,2099.34,32,2024-03-21,2026-06-28,5,5,4,554,Champions,5274.9,351.66
CUST-0385,Stephanie Taylor,Corporate,West,Oregon,Portland,2023-10-16,GEO-0016,121,7,6310.2,2401.33,11,2024-03-21,2026-03-02,3,4,5,345,Loyal Customers,6310.2,901.46
CUST-0386,Mark Reyes,Consumer,South,Georgia,Atlanta,2023-05-23,GEO-0010,253,5,2903.2,1270.43,17,2024-07-09,2025-10-21,2,3,3,233,Loyal Customers,2903.2,580.64
CUST-0387,Charles Gonzalez,Consumer,Central,Minnesota,Minneapolis,2025-06-14,GEO-0032,9,1,1699.0,793.51,1,2026-06-22,2026-06-22,5,1,3,513,New Customers,1699.0,1699.0
CUST-0388,Rebecca Young,Home Office,East,New York,New York City,2023-11-02,GEO-0014,404,4,4026.6,1490.65,11,2024-01-03,2025-05-23,1,3,4,134,Loyal Customers,4026.6,1006.65
CUST-0389,Lauren Green,Consumer,East,New York,New York City,2024-10-17,GEO-0014,29,13,10661.75,4306.7,41,2024-11-05,2026-06-02,5,5,5,555,Champions,10661.75,820.13
CUST-0390,Shirley Reyes,Consumer,Central,Texas,Austin,2024-10-15,GEO-0027,7,6,3422.6,1353.54,15,2024-11-01,2026-06-24,5,4,4,544,Champions,3422.6,570.43
CUST-0391,John Lopez,Home Office,South,North Carolina,Charlotte,2023-05-09,GEO-0015,676,7,3289.6,1320.12,14,2023-07-15,2024-08-24,1,4,4,144,Loyal Customers,3289.6,469.94
CUST-0392,Betty Rivera,Consumer,Central,Texas,Dallas,2024-10-10,GEO-0019,13,5,2423.6,901.19,8,2025-03-04,2026-06-18,5,3,3,533,Loyal Customers,2423.6,484.72
CUST-0393,Scott Stewart,Consumer,West,California,Los Angeles,2022-08-09,GEO-0008,1179,2,547.4,223.6,3,2022-12-22,2023-04-09,1,2,1,121,Low-Value Customers,547.4,273.7
CUST-0394,Sharon Moore,Home Office,Central,Ohio,Cleveland,2024-04-05,GEO-0030,137,15,27591.6,10467.4,45,2024-05-07,2026-02-14,3,5,5,355,Loyal Customers,27591.6,1839.44
CUST-0395,George Garcia,Consumer,East,Pennsylvania,Philadelphia,2024-01-13,GEO-0006,29,6,1414.05,695.01,12,2024-05-15,2026-06-02,5,4,2,542,Potential Loyalists,1414.05,235.68
CUST-0396,Stephen Torres,Consumer,South,Georgia,Atlanta,2025-01-31,GEO-0010,71,7,4686.05,1786.65,9,2025-04-28,2026-04-21,4,4,4,444,Champions,4686.05,669.44
CUST-0397,Kimberly Thomas,Consumer,West,Oregon,Portland,2024-03-17,GEO-0016,132,14,5242.75,2278.1,24,2024-06-30,2026-02-19,3,5,4,354,Loyal Customers,5242.75,374.48
CUST-0398,Melissa Baker,Corporate,Central,Ohio,Cleveland,2022-10-23,GEO-0030,591,2,444.3,201.94,4,2023-09-10,2024-11-17,1,2,1,121,Low-Value Customers,444.3,222.15
CUST-0399,Lisa Rogers,Consumer,West,California,San Diego,2022-04-03,GEO-0005,185,2,404.4,143.05,5,2023-02-12,2025-12-28,3,2,1,321,Potential Loyalists,404.4,202.2
CUST-0400,Robert Moore,Corporate,South,Tennessee,Nashville,2024-11-29,GEO-0017,16,15,11342.4,4933.44,25,2024-12-03,2026-06-15,5,5,5,555,Champions,11342.4,756.16
CUST-0401,Ryan Martin,Corporate,West,Arizona,Phoenix,2023-11-03,GEO-0026,69,9,5513.5,2169.58,12,2023-12-13,2026-04-23,4,5,4,454,Champions,5513.5,612.61
CUST-0402,Lauren Green,Consumer,Central,Texas,Austin,2025-04-30,GEO-0027,172,3,3906.1,1473.17,12,2025-06-29,2026-01-10,3,2,4,324,Potential Loyalists,3906.1,1302.03
CUST-0403,Michelle Cook,Home Office,South,Virginia,Richmond,2025-02-26,GEO-0013,112,6,2180.1,1011.71,15,2025-05-31,2026-03-11,3,4,3,343,Loyal Customers,2180.1,363.35
CUST-0404,Kenneth Stewart,Corporate,Central,Ohio,Cleveland,2023-11-10,GEO-0030,67,5,2074.15,806.29,8,2024-04-23,2026-04-25,4,3,3,433,Loyal Customers,2074.15,414.83
CUST-0405,Frank Anderson,Home Office,Central,Texas,Austin,2022-02-24,GEO-0027,222,4,1748.3,852.98,8,2022-12-19,2025-11-21,2,3,3,233,Loyal Customers,1748.3,437.08
CUST-0406,Scott Stewart,Consumer,East,Massachusetts,Boston,2022-04-16,GEO-0002,66,13,10348.95,4322.29,26,2022-07-24,2026-04-26,4,5,5,455,Champions,10348.95,796.07
CUST-0407,Justin Morris,Consumer,Central,Minnesota,Minneapolis,2022-10-30,GEO-0032,434,6,2077.5,984.71,14,2023-07-15,2025-04-23,1,4,3,143,Loyal Customers,2077.5,346.25
CUST-0408,Virginia Young,Consumer,West,Colorado,Denver,2023-01-26,GEO-0022,52,4,2337.35,975.3499999999999,10,2023-02-05,2026-05-10,4,3,3,433,Loyal Customers,2337.35,584.34
CUST-0409,John Cruz,Consumer,West,Nevada,Las Vegas,2024-04-25,GEO-0029,22,6,4178.1,1279.33,24,2024-04-27,2026-06-09,5,4,4,544,Champions,4178.1,696.35
