Customer ID,Customer Name,Segment,Region,State,City,Join Date
CUST-0708,Sharon Perez,Corporate,South,Florida,Tampa,2022-11-18
CUST-0709,Michael Gonzalez,Consumer,East,Pennsylvania,Philadelphia,2024-04-18
CUST-0710,Rachel Peterson,Corporate,Central,Illinois,Chicago,2023-07-31
CUST-0711,Kenneth Walker,Consumer,South,Florida,Miami,2025-03-16
CUST-0712,Stephen Morales,Consumer,Central,Ohio,Cleveland,2022-01-08
CUST-0713,Jason Lopez,Consumer,South,Tennessee,Nashville,2023-02-13
CUST-0714,Richard Brown,Consumer,Central,Texas,Dallas,2022-06-17
CUST-0715,Jacob Anderson,Consumer,South,Florida,Miami,2024-08-22
CUST-0716,Gary King,Consumer,Central,Minnesota,Minneapolis,2023-01-14
CUST-0717,Melissa Carter,Consumer,South,Georgia,Atlanta,2022-04-02
CUST-0718,Ashley Cruz,Consumer,East,Massachusetts,Boston,2023-07-05
CUST-0719,Larry Davis,Consumer,West,Oregon,Portland,2022-06-25
CUST-0720,Christine Hall,Corporate,South,Florida,Orlando,2025-04-22
CUST-0721,Dorothy Peterson,Consumer,Central,Minnesota,Minneapolis,2024-12-06
CUST-0722,Rebecca Morgan,Corporate,South,Tennessee,Nashville,2025-03-18
CUST-0723,Douglas Walker,Consumer,West,Washington,Spokane,2024-03-19
CUST-0724,Kelly Jones,Consumer,West,Nevada,Las Vegas,2022-09-04
CUST-0725,Dennis Edwards,Consumer,East,New York,New York City,2023-03-10
CUST-0726,Diane Harris,Consumer,South,Florida,Tampa,2022-06-10
CUST-0727,Debra Parker,Consumer,West,Nevada,Las Vegas,2025-05-03
CUST-0728,Ashley Green,Home Office,West,Washington,Seattle,2022-06-28
CUST-0729,Deborah Bailey,Consumer,Central,Texas,San Antonio,2023-07-20
CUST-0730,Eric Collins,Home Office,West,California,Los Angeles,2025-06-30
CUST-0731,Pamela Gutierrez,Corporate,West,Colorado,Denver,2024-04-28
CUST-0732,Karen Jackson,Corporate,West,Oregon,Portland,2022-08-05
CUST-0733,Larry Gonzalez,Corporate,Central,Ohio,Columbus,2024-04-21
CUST-0734,Ashley Roberts,Corporate,South,Tennessee,Nashville,2022-03-18
CUST-0735,Daniel Scott,Consumer,South,Florida,Miami,2022-03-21
CUST-0736,Ronald Nelson,Corporate,West,California,San Jose,2024-08-31
CUST-0737,Christina Wright,Home Office,West,California,San Francisco,2023-11-23
CUST-0738,Jose Hill,Consumer,South,Virginia,Richmond,2022-07-21
CUST-0739,Victoria Robinson,Consumer,South,Georgia,Atlanta,2023-10-20
CUST-0740,Steven Turner,Corporate,West,Washington,Spokane,2023-01-20
CUST-0741,Jeffrey Ramirez,Home Office,South,Florida,Orlando,2024-09-19
CUST-0742,Ruth Gutierrez,Home Office,West,California,San Jose,2024-11-21
CUST-0743,Heather Lee,Consumer,South,Florida,Miami,2022-10-05
CUST-0744,Maria Ortiz,Home Office,West,California,San Francisco,2022-12-22
CUST-0745,Matthew Sanchez,Home Office,East,New Jersey,Newark,2022-03-09
CUST-0746,Ryan Miller,Home Office,East,Pennsylvania,Philadelphia,2023-07-16
CUST-0747,Melissa Reyes,Consumer,West,Colorado,Denver,2022-03-04
CUST-0748,Mark Mitchell,Consumer,South,Georgia,Atlanta,2022-12-30
CUST-0749,Victoria Stewart,Corporate,Central,Ohio,Columbus,2023-12-07
CUST-0750,Christopher King,Corporate,West,Washington,Spokane,2023-08-07
CUST-0751,Patricia Roberts,Consumer,East,Pennsylvania,Pittsburgh,2023-03-30
CUST-0752,Samuel Lewis,Corporate,Central,Texas,Houston,2024-04-18
CUST-0753,Shirley Williams,Home Office,West,California,Los Angeles,2024-08-28
CUST-0754,Peter Taylor,Corporate,West,California,Los Angeles,2023-04-04
CUST-0755,Paul Flores,Corporate,Central,Texas,Houston,2024-05-17
CUST-0756,Zachary Carter,Home Office,South,North Carolina,Charlotte,2023-06-01
CUST-0757,Betty Reyes,Consumer,South,Florida,Miami,2025-04-12
CUST-0758,Susan Smith,Consumer,Central,Ohio,Cleveland,2025-02-23
CUST-0759,Samuel Torres,Consumer,West,Oregon,Portland,2024-09-13
CUST-0760,William Baker,Home Office,Central,Texas,San Antonio,2023-07-22
CUST-0761,Ashley Hill,Consumer,East,New Jersey,Newark,2022-04-27
CUST-0762,Diane Phillips,Corporate,West,Arizona,Phoenix,2022-02-22
CUST-0763,Katherine Murphy,Home Office,Central,Illinois,Chicago,2024-05-07
CUST-0764,Stephanie Roberts,Corporate,East,Pennsylvania,Philadelphia,2023-12-04
CUST-0765,Patrick Lewis,Corporate,South,Tennessee,Nashville,2024-01-05
CUST-0766,Nicholas Hill,Home Office,East,New York,Buffalo,2023-08-25
CUST-0767,Richard Stewart,Consumer,Central,Illinois,Chicago,2025-02-18
CUST-0768,Ruth White,Home Office,Central,Michigan,Detroit,2022-07-02
CUST-0769,Donald Rivera,Consumer,Central,Texas,Austin,2024-05-11
CUST-0770,Tyler Nelson,Consumer,Central,Texas,Dallas,2024-08-07
CUST-0771,Nathan Thomas,Consumer,West,Washington,Seattle,2024-08-25
CUST-0772,Olivia Harris,Consumer,Central,Minnesota,Minneapolis,2024-12-21
CUST-0773,Kenneth Evans,Consumer,West,Nevada,Las Vegas,2022-10-09
CUST-0774,Lisa Baker,Consumer,South,North Carolina,Charlotte,2022-10-21
CUST-0775,Joshua White,Corporate,South,Virginia,Richmond,2023-11-13
CUST-0776,Benjamin Thompson,Consumer,West,California,San Jose,2022-01-10
CUST-0777,Laura Scott,Consumer,East,New York,New York City,2025-03-26
CUST-0778,Ruth Lee,Consumer,West,Washington,Spokane,2022-09-23
CUST-0779,Brandon Parker,Corporate,South,Florida,Miami,2024-05-28
CUST-0780,Kathleen Roberts,Consumer,East,Pennsylvania,Philadelphia,2024-02-04
CUST-0781,Mary Adams,Corporate,East,Pennsylvania,Philadelphia,2022-02-06
CUST-0782,Frank Smith,Corporate,East,New Jersey,Newark,2023-04-09
CUST-0783,Alexander Hall,Consumer,West,Oregon,Portland,2024-02-25
CUST-0784,Nicholas Flores,Consumer,West,California,San Diego,2023-09-03
CUST-0785,Donna Collins,Corporate,Central,Michigan,Detroit,2024-06-07
CUST-0786,Olivia Moore,Consumer,South,Virginia,Richmond,2024-01-06
CUST-0787,Dennis Harris,Consumer,South,Florida,Miami,2022-02-09
CUST-0788,Dorothy Lewis,Corporate,West,Arizona,Phoenix,2023-03-09
CUST-0789,Carolyn Williams,Corporate,East,New York,New York City,2022-09-10
CUST-0790,George Jones,Consumer,Central,Illinois,Chicago,2024-12-31
CUST-0791,Emma Miller,Corporate,West,California,San Jose,2022-08-10
CUST-0792,Katherine Williams,Consumer,West,Colorado,Denver,2024-05-03
CUST-0793,Jeffrey Carter,Consumer,Central,Illinois,Chicago,2024-08-29
CUST-0794,Rachel Martin,Consumer,West,California,Los Angeles,2023-09-09
CUST-0795,Rebecca Gonzalez,Corporate,Central,Texas,Houston,2025-06-29
CUST-0796,Nicole Moore,Consumer,West,Oregon,Portland,2024-11-13
CUST-0797,Patrick Thomas,Consumer,West,Oregon,Portland,2024-10-16
CUST-0798,Lisa Sanchez,Corporate,East,Pennsylvania,Philadelphia,2024-01-04
CUST-0799,Raymond Evans,Consumer,West,California,San Diego,2025-01-27
CUST-0800,Amy Clark,Corporate,South,Tennessee,Nashville,2023-11-09
CUST-0801,Mark Smith,Consumer,West,Washington,Spokane,2022-08-15
CUST-0802,Adam Murphy,Consumer,West,Washington,Spokane,2024-11-13
CUST-0803,Elizabeth Gonzalez,Home Office,East,Massachusetts,Boston,2024-07-24
CUST-0804,Donna King,Consumer,West,Oregon,Portland,2022-12-24
CUST-0805,Victoria Garcia,Home Office,Central,Ohio,Cleveland,2023-10-03
CUST-0806,Jason Anderson,Consumer,West,California,San Diego,2022-01-20
CUST-0807,Joyce Moore,Corporate,East,New York,New York City,2023-11-05
CUST-0808,Amanda Cruz,Home Office,Central,Texas,Houston,2022-07-10
CUST-0809,Melissa Baker,Consumer,South,Florida,Miami,2024-03-30
CUST-0810,Ryan Wright,Home Office,South,Tennessee,Nashville,2024-05-13
CUST-0811,Katherine Perez,Consumer,West,California,San Jose,2022-11-23
CUST-0812,Susan Turner,Home Office,South,Tennessee,Nashville,2025-03-11
CUST-0813,Frank Cruz,Consumer,Central,Minnesota,Minneapolis,2024-01-05
CUST-0814,Brandon Brown,Home Office,West,Arizona,Phoenix,2024-09-16
CUST-0815,Christina Morales,Consumer,South,Florida,Orlando,2024-06-21
CUST-0816,Jennifer Rodriguez,Consumer,Central,Texas,San Antonio,2022-01-26
CUST-0817,Raymond Ortiz,Corporate,East,Massachusetts,Boston,2023-11-24
CUST-0818,Eric Gutierrez,Corporate,West,Oregon,Portland,2024-06-05
CUST-0819,Gregory Young,Consumer,Central,Minnesota,Minneapolis,2022-11-01
CUST-0820,Julie Bailey,Home Office,West,California,San Jose,2022-01-24
CUST-0821,Samuel Lee,Consumer,South,Tennessee,Nashville,2024-10-12
CUST-0822,Victoria Perez,Consumer,South,Virginia,Richmond,2023-10-19
CUST-0823,Mark Nelson,Home Office,West,California,San Jose,2024-11-04
CUST-0824,Donald Peterson,Corporate,South,Florida,Miami,2023-04-27
CUST-0825,David Collins,Consumer,South,Georgia,Atlanta,2022-06-30
CUST-0826,Joyce Murphy,Consumer,West,Colorado,Denver,2024-10-15
CUST-0827,Janet Williams,Consumer,South,Florida,Orlando,2022-03-15
CUST-0828,Anna Peterson,Consumer,West,Washington,Spokane,2025-05-22
CUST-0829,Emma Hill,Home Office,East,Pennsylvania,Pittsburgh,2024-07-23
CUST-0830,Michelle Campbell,Home Office,East,Massachusetts,Boston,2024-07-19
CUST-0831,Kevin Bailey,Corporate,South,Tennessee,Nashville,2024-01-15
CUST-0832,Catherine Edwards,Consumer,East,Massachusetts,Boston,2022-01-05
CUST-0833,Michelle Rivera,Home Office,Central,Texas,Dallas,2025-01-26
CUST-0834,Eric Mitchell,Corporate,West,California,San Diego,2022-12-03
CUST-0835,Amy Moore,Home Office,South,Florida,Orlando,2022-08-08
CUST-0836,Paul Sanchez,Consumer,South,Florida,Miami,2023-03-18
CUST-0837,Ryan Harris,Corporate,West,Oregon,Portland,2024-04-28
CUST-0838,Jennifer Thomas,Corporate,South,Georgia,Atlanta,2024-07-25
CUST-0839,Gregory Cook,Consumer,South,Virginia,Richmond,2022-01-09
CUST-0840,Angela Miller,Corporate,South,Florida,Tampa,2025-04-13
CUST-0841,Kathleen Rogers,Corporate,East,New York,Buffalo,2025-03-30
CUST-0842,Daniel Taylor,Consumer,Central,Texas,San Antonio,2024-10-29
CUST-0843,Douglas Roberts,Consumer,East,New Jersey,Newark,2023-07-15
CUST-0844,Ronald Baker,Home Office,South,Georgia,Atlanta,2022-10-01
CUST-0845,Sarah Evans,Corporate,Central,Texas,Austin,2025-01-26
CUST-0846,Henry Green,Corporate,East,Pennsylvania,Pittsburgh,2023-02-16
CUST-0847,Anthony Nguyen,Corporate,West,Arizona,Phoenix,2022-12-31
CUST-0848,Nicholas Cooper,Corporate,Central,Texas,San Antonio,2022-08-25
CUST-0849,Ruth Rivera,Corporate,South,Florida,Orlando,2024-12-29
CUST-0850,Andrew Diaz,Corporate,West,Oregon,Portland,2022-02-21
